timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,geo_country,asn
2026-09-02T20:49:29,178.154.222.210,178.154.134.127,51763,8333,tx00109,12Ez7ofehHtVWkK4KdCmdfwE5L0237,1P1Mz5vbwzaHnjZuuG9v2kjeVC0238,1.32388652,1.31064765,RU,AS200350
2026-09-02T20:52:01,13.228.253.5,18.130.213.150,51650,8333,tx00110,1P1Mz5vbwzaHnjZuuG9v2kjeVC0238,1YHr6Ntdo96VXpDZmTawwwjb6M0239,1.31064765,1.29754117,SG,AS16509
2026-09-02T21:29:00,8.8.8.115,193.0.6.151,61013,8333,tx00111,1kEW8R2zWq8ABZrcVwBAfrGGXn0029,1dPiTZxdwFyDj3gtGAN41RqQHE0087,0.13251892,0.13119373,US,AS15169
2026-09-02T21:38:00,139.59.23.16,139.59.8.6,56599,8333,tx00112,1xDSER1hEqiLTfRD3YXm84jjo10034,1nhpAUtaC1j4qfFD6LaJVdUFni0092,0.45395482,0.44941527,IN,AS14061
2026-09-02T21:45:00,88.198.143.37,88.198.27.102,62744,8333,tx00113,1gMeb74fPbKE9PpQPayPbScSeY0005,1epSfDcECmaN3EoUxur13aLqK90017,0.31491026,0.31176116,DE,AS24940
2026-09-02T22:26:00,13.228.225.15,178.154.255.11,54341,8333,tx00114,1Ry7fjR5XSsgL4bHgsMuXXmnuz0009,1mnqzmqiJrhgyjLJLA5knAPvqb0032,0.37690473,0.37313568,SG,AS16509
2026-09-02T22:32:00,139.59.54.144,15.188.110.20,60554,8333,tx00115,1xDSER1hEqiLTfRD3YXm84jjo10034,1Q8JuGwF4n77XCcXiKHEkNrWog0093,0.53593942,0.53058003,IN,AS14061
2026-09-03T01:42:00,139.59.62.54,88.198.1.185,63573,8333,tx00116,1fxmUUQ4iYXwjx5xZQZ3wd3uT70035,1MCs4ftEhZhJ7v7L1Ce3DLLzBD0096,0.30955417,0.30645863,IN,AS14061
2026-09-03T03:16:00,8.8.8.174,178.154.196.138,64633,8333,tx00117,1xDSER1hEqiLTfRD3YXm84jjo10034,1VEdxM4iChfxb7HGwrQsbK6utk0094,0.18164499,0.17982854,US,AS15169
2026-09-03T04:04:00,178.154.215.216,15.188.63.16,58191,8333,tx00118,1mnqzmqiJrhgyjLJLA5knAPvqb0032,12GFhFxByZF3Jb7A7g62TKawrY0016,0.45523048,0.45067818,RU,AS200350
2026-09-03T04:56:00,8.8.8.3,15.188.45.29,51495,8333,tx00119,1fxmUUQ4iYXwjx5xZQZ3wd3uT70035,1kEW8R2zWq8ABZrcVwBAfrGGXn0029,0.37633005,0.37256675,US,AS15169
2026-09-03T05:10:00,88.198.114.109,139.59.14.105,62486,8333,tx00120,1JNfYJDiFDLrTb5LkmasJA5Cmu0021,1iPWHgXCh4vn6oLfEK1fb5Hfoa0077,0.33673117,0.33336386,DE,AS24940
2026-09-03T06:00:00,8.8.8.184,88.198.154.142,63063,8333,tx00121,1gMeb74fPbKE9PpQPayPbScSeY0005,14GU927KPKSiFTj4wzHtFvfF4P0028,0.12488459,0.12363574,US,AS15169
2026-09-03T06:21:00,13.228.194.145,15.188.18.191,55427,8333,tx00122,11cqf9XGxtBWwrie3kU6FYjWcs0004,1wdguamqE4JHsu1Vp8o7UpJLHi0001,0.55647899,0.55091420,SG,AS16509
2026-09-03T06:29:00,8.8.8.25,88.198.11.192,55701,8333,tx00123,1Ry7fjR5XSsgL4bHgsMuXXmnuz0009,1kFnoggJi8dvyJLcQjCA3UDJvp0013,0.16783857,0.16616018,US,AS15169
2026-09-03T08:10:00,15.188.192.46,15.188.29.201,56368,8333,tx00124,1gMeb74fPbKE9PpQPayPbScSeY0005,1uXLhCVUVvw5nAAVyXakUSh9tM0052,0.23256608,0.23024042,FR,AS16509
2026-09-03T09:18:00,139.59.48.26,178.154.252.243,54392,8333,tx00125,11cqf9XGxtBWwrie3kU6FYjWcs0004,1DAZdwtPAFtTzfb6bPq8CfgqXN0020,0.49185102,0.48693251,IN,AS14061
2026-09-03T09:58:00,88.198.37.171,139.59.52.171,55993,8333,tx00126,1wdguamqE4JHsu1Vp8o7UpJLHi0001,1JiT6fj5nXprgLNj4EXwkpCHGk0023,0.21097141,0.20886170,DE,AS24940
2026-09-03T11:03:00,15.188.207.173,193.0.6.170,61495,8333,tx00127,1gypDjWSVYvn3mKLbz4WEuTrt60031,1Q8HTPGLjNAcjVjC9onWVTDiPk0088,0.16489107,0.16324216,FR,AS16509
2026-09-03T11:03:00,178.154.205.94,15.188.91.67,61651,8333,tx00128,14BjbpVSF49gaFNePNGdtFHUCX0042,16MnTd9ob3UuUP2vEbRY8pAdFg0105,0.17792075,0.17614154,RU,AS200350
2026-09-03T11:15:00,18.130.24.215,178.154.209.131,58602,8333,tx00129,1mnqzmqiJrhgyjLJLA5knAPvqb0032,17Jd8oJKfsSoJ8qmktVCaaPeGc0018,0.15666222,0.15509560,GB,AS16509
2026-09-03T12:11:00,8.8.8.78,178.154.242.17,58312,8333,tx00130,14BjbpVSF49gaFNePNGdtFHUCX0042,1eUdG7mT8R1szQKdWkDPDxQenc0106,0.36176901,0.35815132,US,AS15169
2026-09-03T12:32:00,193.0.6.83,13.228.165.191,60529,8333,tx00131,1JNfYJDiFDLrTb5LkmasJA5Cmu0021,17kPNF68YjdEvet144mNGbhSPP0078,0.20806140,0.20598079,NL,AS3333
2026-09-03T13:02:00,8.8.8.173,193.0.6.88,59247,8333,tx00132,1JNfYJDiFDLrTb5LkmasJA5Cmu0021,1kEW8R2zWq8ABZrcVwBAfrGGXn0029,0.13689305,0.13552412,US,AS15169
2026-09-03T13:35:00,139.59.37.75,15.188.125.173,52125,8333,tx00133,11cqf9XGxtBWwrie3kU6FYjWcs0004,1319B55ZExaaXenKcagkmb5oyY0051,0.25395294,0.25141341,IN,AS14061
2026-09-03T14:53:00,15.188.212.184,18.130.234.66,64515,8333,tx00134,1wdguamqE4JHsu1Vp8o7UpJLHi0001,1pcvDtbfL32fzbMmwD7x3t97HK0046,0.05804003,0.05745963,FR,AS16509
2026-09-03T15:35:00,15.188.211.101,13.228.215.213,61171,8333,tx00135,11cqf9XGxtBWwrie3kU6FYjWcs0004,1amwHtrNLGKtKVwg85DsEKYV5C0040,0.18813599,0.18625463,FR,AS16509
2026-09-03T16:44:00,8.8.8.109,13.228.29.113,60019,8333,tx00136,14BjbpVSF49gaFNePNGdtFHUCX0042,1M8ByKDrb1FnGfa285pj8gAKgr0107,0.10897269,0.10788296,US,AS15169
2026-09-03T17:23:00,88.198.82.91,88.198.244.14,51431,8333,tx00137,1xNpddVhHmSkSsxLSNmF3veuvS0335,1PQZ8Cytfox2doWcknt6rHMcWc0336,1.28684321,1.26110635,DE,AS24940
2026-09-03T17:30:00,13.228.143.79,8.8.8.134,57775,8333,tx00138,1PQZ8Cytfox2doWcknt6rHMcWc0336,1wpWmooXQqE431a6vS2NpxfzJ80337,1.26110635,1.23588422,SG,AS16509
2026-09-03T17:38:00,15.188.33.110,15.188.135.15,60131,8333,tx00139,1wpWmooXQqE431a6vS2NpxfzJ80337,1rqYWcqYNFmy1GUCLiFhJZRzVs0338,1.23588422,1.21116654,FR,AS16509
2026-09-03T17:52:00,8.8.8.141,139.59.42.110,53139,8333,tx00140,1rqYWcqYNFmy1GUCLiFhJZRzVs0338,1XNjSpsxjfVFgagSEEkLpESYj40339,1.21116654,1.18694321,US,AS15169
2026-09-03T18:01:00,13.228.46.34,88.198.218.139,51367,8333,tx00141,1XNjSpsxjfVFgagSEEkLpESYj40339,1WYEQq1zGSyMaF46a5hN8yQnDx0340,1.18694321,1.16320435,SG,AS16509
2026-09-03T18:05:00,178.154.236.244,178.154.133.195,50752,8333,tx00142,1WYEQq1zGSyMaF46a5hN8yQnDx0340,1xNpddVhHmSkSsxLSNmF3veuvS0335,1.16320435,1.13994026,RU,AS200350
2026-09-03T18:09:50,178.154.234.213,18.130.191.233,62432,8333,tx00143,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1v76GzfBN1RbQWC56g3BgoKVTm0138,0.10347257,0.10243784,RU,AS200350
2026-09-03T18:10:38,18.130.247.218,139.59.25.97,57953,8333,tx00144,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1mN4VP3xyTjwUB744thQxWNwiD0139,0.19120494,0.18929289,GB,AS16509
2026-09-03T18:10:57,88.198.97.164,178.154.188.110,54571,8333,tx00145,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1oXfUgtZ3j3Z9pcenFUCcQec2C0140,0.05440380,0.05385976,DE,AS24940
2026-09-03T18:11:44,18.130.187.234,178.154.188.249,61839,8333,tx00146,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1w8DX1iDWKFSgShYkUb2BGax820141,0.10353246,0.10249714,GB,AS16509
2026-09-03T18:12:25,88.198.156.207,139.59.23.112,53517,8333,tx00147,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1iNbWeusLT5o3StvKx7iborSbj0142,0.07317527,0.07244352,DE,AS24940
2026-09-03T18:12:54,193.0.6.87,15.188.149.233,65240,8333,tx00148,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,11UTT8YtszApWFmCTXZa6sCyxu0143,0.19348021,0.19154541,NL,AS3333
2026-09-03T18:13:07,18.130.100.221,13.228.35.161,61297,8333,tx00149,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1w5S7k8yJSJLhN597zfwghitiT0144,0.10858654,0.10750067,GB,AS16509
2026-09-03T18:13:16,88.198.222.135,139.59.44.80,62974,8333,tx00150,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,15mkECMXiGhS5qKfHSeG5o5fbS0145,0.05024413,0.04974169,DE,AS24940
2026-09-03T18:14:10,139.59.20.145,178.154.227.205,55893,8333,tx00151,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1yu2YKi8qy6kUzcx4cn4iqwYNq0146,0.13623341,0.13487108,IN,AS14061
2026-09-03T18:14:19,193.0.6.173,18.130.77.200,57155,8333,tx00152,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1q3LuH5DBS9AFqHyk6N4B1Mwy50147,0.09006769,0.08916701,NL,AS3333
2026-09-03T18:14:36,13.228.30.173,15.188.85.240,59651,8333,tx00153,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1Bh92UsNZBEADceKdPKALKTquE0148,0.05680381,0.05623577,SG,AS16509
2026-09-03T18:15:26,13.228.170.117,18.130.74.113,49613,8333,tx00154,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1ZwgdVyjaBqK6sgPYqHw7ai6Hk0149,0.10303538,0.10200503,SG,AS16509
2026-09-03T18:16:14,178.154.167.125,15.188.118.206,49205,8333,tx00155,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,1s4i47EMcMp56E2GdgQKSZp9vP0150,0.10171708,0.10069991,RU,AS13238
2026-09-03T18:16:23,139.59.40.244,13.228.243.233,63058,8333,tx00156,1xBMc5HJWYTpZkvZoUR3p6rAmy0137,19AxL5ZW7PdQNGPGCE76HZ5Sfi0151,0.12158228,0.12036646,IN,AS14061
2026-09-03T18:22:00,8.8.8.253,193.0.6.140,56720,8333,tx00157,1gypDjWSVYvn3mKLbz4WEuTrt60031,1fhMFZFb7PQj2NfVksmL86e8qa0089,0.04739691,0.04692294,US,AS15169
2026-09-03T19:16:00,178.154.159.107,193.0.6.127,57256,8333,tx00158,1JNfYJDiFDLrTb5LkmasJA5Cmu0021,1NZd24VqD7PG5vfotdM17Kcf8G0079,0.06825352,0.06757098,RU,AS0
2026-09-04T03:02:00,193.0.6.215,193.0.6.202,60542,8333,tx00159,1kFnoggJi8dvyJLcQjCA3UDJvp0013,1ozWimRoRtnYBpeaizWPseUBTw0067,0.89045140,0.88154689,NL,AS3333
2026-09-04T05:42:00,13.228.206.168,193.0.6.223,63090,8333,tx00160,1BCWGbjknHww5dRqgUM5M1xeYR0185,1iUHFrtCBaybrmPHmaa3UmpYqo0186;1CiuU2y16VLJwR5UGUquivDMnH0187;1aeKC1QQij1UmyjHPNF1YGJNpj0188;1bjJPodcC8DRGVGwyKkToyqRVp0189;1N6PP5BQtQZJDA65RZ6uVsjRKG0190;1AWMVAgqZ6AjKLxjSmH8UkHwJZ0191;1BeBK4B7kipKCC76M8daN7xDnu0192;1vbbpkfxE3ZarB6owEFkdLce5g0193;1duCsiS1gzB96DiDusk1WCdfjg0194,1.97796513,0.03955930;0.03955930;0.03955930;0.03955930;0.03955930;0.03955930;0.03955930;0.03955930;1.66149073,SG,AS16509
2026-09-04T05:43:00,18.130.248.51,13.228.234.45,60696,8333,tx00161,1duCsiS1gzB96DiDusk1WCdfjg0194,1buyo6n4qjzqzfWFN3jVyydv2S0195;139TnnitzN8WwWy6U1hXFWeszB0196;13rZGeYgis9rwTxdyY1AewfgtJ0197;1Ct8KoFGt4g67eYYFk9oZ1VwVt0198;13wFm4PiFxuMRzVvhUgYhNdcWX0199;1mDPcGouWr3iSAr3zvkwiGsde20200;1PPKhzMGoNum8Mg2N8BrMoUstk0201;1m81s43zAZ3cGM3qzZCbBFmn9D0202;1v8Sb2qiHzJm9mbpme8TYwYv7L0203;1XqGSCszr6hLYcbQZ2bsuE7QKu0204,1.66149073,0.03322981;0.03322981;0.03322981;0.03322981;0.03322981;0.03322981;0.03322981;0.03322981;0.03322981;1.36242244,GB,AS16509
2026-09-04T07:24:00,88.198.125.32,193.0.6.219,56840,8333,tx00162,19WyUovpdSWGVPFz16CyhtCiNV0003,1hsvHikwdCjANVjAh9P82KxZiE0049,0.36538914,0.36173525,DE,AS24940
2026-09-04T07:36:00,13.228.107.144,18.130.5.1,59089,8333,tx00163,1tdAC5xMHrJEFP4eRymPioCA830043,1EECCuN7BPMJwsazL8G6xDSCyA0011,0.15971884,0.15812165,SG,AS16509
2026-09-04T08:19:00,13.228.129.184,13.228.19.59,55597,8333,tx00164,19WyUovpdSWGVPFz16CyhtCiNV0003,1rPHbJW5qDcGBBh4oUTDMjtvdG0050,0.21167857,0.20956178,SG,AS16509
2026-09-04T08:48:00,8.8.8.201,178.154.164.124,54115,8333,tx00165,12GFhFxByZF3Jb7A7g62TKawrY0016,1gp7V2xXH48HqyJLr6cbWq6HnJ0071,1.04914482,1.03865337,US,AS15169
2026-09-04T09:05:00,13.228.73.164,18.130.43.223,61796,8333,tx00166,1wLAMbFwEwPZJDJWeH7KtKqCC30345,1XkV1vaoNCeyaSUBnca2uVagsx0346,0.63360318,0.62093112,SG,AS16509
2026-09-04T09:16:00,88.198.247.247,13.228.202.44,63317,8333,tx00167,1XkV1vaoNCeyaSUBnca2uVagsx0346,1sXhhLzVt5FjjeGp65r8ueAjW50347,0.62093112,0.60851250,FI,AS24940
2026-09-04T09:20:00,13.228.30.172,13.228.72.31,63188,8333,tx00168,1sXhhLzVt5FjjeGp65r8ueAjW50347,1M26KCLN4q6ZCX1g9v2mN9kufu0348,0.60851250,0.59634225,SG,AS16509
2026-09-04T09:24:00,13.228.36.117,178.154.221.171,57450,8333,tx00169,1M26KCLN4q6ZCX1g9v2mN9kufu0348,1cvUeBd3GB6wDpkazcwk1paF3o0349,0.59634225,0.58441540,SG,AS16509
2026-09-04T09:31:00,88.198.144.198,8.8.8.81,50182,8333,tx00170,1cvUeBd3GB6wDpkazcwk1paF3o0349,1wLAMbFwEwPZJDJWeH7KtKqCC30345,0.58441540,0.57272709,DE,AS24940
2026-09-04T09:55:00,139.59.22.75,8.8.8.215,58896,8333,tx00171,19WyUovpdSWGVPFz16CyhtCiNV0003,1W4LApoPNq6nxSkiu2hPrrHaVZ0038,0.19372935,0.19179206,IN,AS14061
2026-09-04T10:41:00,139.59.7.254,139.59.31.231,61696,8333,tx00172,12GFhFxByZF3Jb7A7g62TKawrY0016,1gx9ZSME4Qp6QyxD1f1JVs6fX80006,0.40108910,0.39707821,IN,AS14061
2026-09-04T11:21:00,193.0.6.69,139.59.28.174,60202,8333,tx00173,1tdAC5xMHrJEFP4eRymPioCA830043,1Ry7fjR5XSsgL4bHgsMuXXmnuz0009,0.05057598,0.05007022,NL,AS3333
2026-09-04T11:28:00,139.59.56.3,15.188.3.118,49936,8333,tx00174,15XYCsNRKWpTEfYCaEL9viLaKx0240,19A9wjUPar4EeEyspM57ZDkmEG0241;1wZ5qpcEkQyrJtsFYiCr8iLx8L0242;1mPZG31sobgSX96UzvYapTNcWY0243;12dPCn9B1jqP1TFEaiVLuYDp7s0244;1AZVxH7TKg4Ktf82XYCu2w1ayz0245;1xEiJKSRW7pMSm3chqD9tWDqJG0246;18gJhbdGP3Lbyj97xRN441QNVH0247,0.85968435,0.12281205;0.12281205;0.12281205;0.12281205;0.12281205;0.12281205;0.12281205,IN,AS14061
2026-09-04T11:30:00,193.0.6.230,178.154.233.221,53003,8333,tx00175,1qfkgFaNR7BLHdHFRZzWMKSvNF0039,1VLmRp4dLvS6qX4kavheDbAPSa0100,0.77198602,0.76426616,NL,AS3333
2026-09-04T11:48:00,193.0.6.148,88.198.77.205,64918,8333,tx00176,15XYCsNRKWpTEfYCaEL9viLaKx0240,1j4RsWnF5Fh4DuW2a8tjsT4WXJ0248;1EAyoA8sJJk9JFxnBTXBYyW6mV0249;13HYQnf3nYaSPQRYCdjhhuPfvz0250;1VfhGY9a5JGi7dgHgcc6PLTsGL0251;1vR1jKfaTBurMUfNb4uHTbEHV30252,0.85968435,0.17193687;0.17193687;0.17193687;0.17193687;0.17193687,NL,AS3333
2026-09-04T12:03:00,8.8.8.8,8.8.8.253,55973,8333,tx00177,1kFnoggJi8dvyJLcQjCA3UDJvp0013,1o6Tf3dupgoMK5iKsUt9AM2Vef0019,0.56849355,0.56280861,US,AS15169
2026-09-04T12:13:00,178.154.214.229,8.8.8.202,64678,8333,tx00178,15XYCsNRKWpTEfYCaEL9viLaKx0240,1hbiDtWomL1aNG8CmCk7uEpEDg0253;16Fc3GRcCZgNDFZ1B7UpsfJ3XC0254;1Sb562vqCLcgPQiq8CkVBY4oM20255;1wNoU3b69xYFhajfEPSBJdPLNA0256,0.85968435,0.21492109;0.21492109;0.21492109;0.21492109,RU,AS200350
2026-09-04T12:25:44,139.59.16.86,8.8.8.40,59369,8333,tx00179,1BRCHrkaxRPmDu3AZzg1scNGCF0224,11VNckSTiixXAXEVcCQ2KxWXht0225,0.99173149,0.98181418,IN,AS14061
2026-09-04T12:27:26,8.8.8.47,18.130.38.212,63144,8333,tx00180,11VNckSTiixXAXEVcCQ2KxWXht0225,1u1wGp6MKtMiPBkxrFqgVhbuGf0226,0.98181418,0.97199604,US,AS15169
2026-09-04T12:29:41,18.130.109.249,88.198.172.11,56589,8333,tx00181,1u1wGp6MKtMiPBkxrFqgVhbuGf0226,1AzK4n3ACMaaRt5BCAakQWmnUj0227,0.97199604,0.96227608,GB,AS16509
2026-09-04T12:31:21,18.130.129.4,8.8.8.79,59431,8333,tx00182,1AzK4n3ACMaaRt5BCAakQWmnUj0227,1sTmgVVMsDHHBMhM9BTUP7VsSY0228,0.96227608,0.95265332,GB,AS16509
2026-09-04T12:37:00,13.228.91.153,13.228.188.43,56290,8333,tx00183,15XYCsNRKWpTEfYCaEL9viLaKx0240,1E51CwHarxq4wYPg1bd8u77RqQ0257;11ajQVvuWsB3fVEFMSi4FMpQM10258;1wUmt842wNV4DEykUaS3Nktp8p0259;1D1HN4cqsVGbFtSVaHzX1WPJ9E0260,0.85968435,0.21492109;0.21492109;0.21492109;0.21492109,SG,AS16509
2026-09-04T18:15:00,193.0.6.102,8.8.8.111,63402,8333,tx00184,1kFnoggJi8dvyJLcQjCA3UDJvp0013,1uVJ37YmBXNeJtbBpewvLhaS1p0068,0.35345257,0.34991804,NL,AS3333
2026-09-04T18:58:00,8.8.8.78,139.59.30.236,61468,8333,tx00185,1qfkgFaNR7BLHdHFRZzWMKSvNF0039,1amwHtrNLGKtKVwg85DsEKYV5C0040,0.70327498,0.69624223,US,AS15169
2026-09-04T20:50:00,88.198.251.208,8.8.8.117,49806,8333,tx00186,1qb7kcuUBbTfNJ8xkUEdQd6Bj40014,1nJty5F7MkbTD9mW2JgYjk7rb40069,0.30367561,0.30063885,DE,AS24940
2026-09-04T20:55:00,139.59.19.174,88.198.78.45,54093,8333,tx00187,1Y2imP2qFvNPo82mvz89LiupNv0026,12GFhFxByZF3Jb7A7g62TKawrY0016,0.23618067,0.23381886,IN,AS14061
2026-09-04T22:05:00,193.0.6.147,15.188.241.241,57465,8333,tx00188,1d4Ym5nbKD1CHsWCkTqkwi7ZRo0036,1hZP4EyHPB4ubtqMUhnV3HKMbx0097,0.36435787,0.36071429,NL,AS3333
2026-09-04T22:32:00,193.0.6.132,18.130.86.125,51945,8333,tx00189,1KeCBsmbkKiCS9NLRU2LqSY6Py0025,1TAobp6woq6eYBvpqjBkThbqXJ0080,0.16387563,0.16223687,NL,AS3333
2026-09-04T22:59:00,18.130.162.142,139.59.24.182,58309,8333,tx00190,1amwHtrNLGKtKVwg85DsEKYV5C0040,1pfHGVsrjGwp3F8JgZ9ebtKtfF0101,0.50552876,0.50047347,GB,AS16509
2026-09-05T01:21:00,8.8.8.217,15.188.70.70,62871,8333,tx00191,1d4Ym5nbKD1CHsWCkTqkwi7ZRo0036,19WyUovpdSWGVPFz16CyhtCiNV0003,0.45935476,0.45476121,US,AS15169
2026-09-05T01:48:00,139.59.17.208,15.188.133.132,51321,8333,tx00192,1d4Ym5nbKD1CHsWCkTqkwi7ZRo0036,1KomNVmvHfbdomPk4LDFuS5V590044,0.38377955,0.37994175,IN,AS14061
2026-09-05T02:04:00,8.8.8.185,15.188.180.240,57490,8333,tx00193,1KeCBsmbkKiCS9NLRU2LqSY6Py0025,1PVoNzRTrTgMgbzQD9WW61P3xn0081,0.12413003,0.12288873,US,AS15169
2026-09-05T02:42:00,8.8.8.136,8.8.8.154,59081,8333,tx00194,1W4LApoPNq6nxSkiu2hPrrHaVZ0038,1xDSER1hEqiLTfRD3YXm84jjo10034,0.26680456,0.26413651,US,AS15169
2026-09-05T03:12:00,88.198.67.213,13.228.93.20,56079,8333,tx00195,1yLqwb9JWH6AxPaSo6HaoThoep0033,1YDkeuZ8tB4oTe8iQzdwnq6nbP0024,0.25672787,0.25416059,DE,AS24940
2026-09-05T04:37:00,178.154.189.199,88.198.114.220,55082,8333,tx00196,1qb7kcuUBbTfNJ8xkUEdQd6Bj40014,1HsGaYtkn6sT46itCJGtKebQdC0070,0.08199738,0.08117741,RU,AS13238
2026-09-05T06:48:00,178.154.209.31,178.154.131.78,60962,8333,tx00197,1Y2imP2qFvNPo82mvz89LiupNv0026,1PEuwP92yqraemRpCS7m7WMzQ90082,0.32729638,0.32402342,RU,AS200350
2026-09-05T06:50:00,139.59.11.61,88.198.174.253,51874,8333,tx00198,1amwHtrNLGKtKVwg85DsEKYV5C0040,1Ry7fjR5XSsgL4bHgsMuXXmnuz0009,0.39592885,0.39196956,IN,AS14061
2026-09-05T08:15:00,15.188.124.145,178.154.141.226,53577,8333,tx00199,1W4LApoPNq6nxSkiu2hPrrHaVZ0038,1QzFy13DweX88rp4SYi1pXYM3w0098,0.33021742,0.32691525,FR,AS16509
2026-09-05T08:53:00,193.0.6.187,193.0.6.97,49707,8333,tx00200,1gx9ZSME4Qp6QyxD1f1JVs6fX80006,1VsYAUTcfFWVAV9CHy4rDw8cTE0053,0.31455901,0.31141342,NL,AS3333
2026-09-05T09:22:00,139.59.40.131,88.198.23.17,58464,8333,tx00201,14vVFBYX4WZfeG51y6A2GWjaLc0279,1hur8tmHMXMQngjE2qciFBNK3L0280;1cvxTvcmvsQKwvHR1k6nhSPwqq0281;1XnguMWb7h4NUVfq6vRMf4uq7S0282;13yymYNDrEYqiNt6akwzQENKei0283;1Q5iVXrkapwZJvLnqro2n1idqL0284;1As3Pmk4Ffdvu7scNGUTYTLcVL0285;1xAtWKrg7xRNPrGootp56vTyAE0286,0.54776464,0.07825209;0.07825209;0.07825209;0.07825209;0.07825209;0.07825209;0.07825209,IN,AS14061
2026-09-05T09:40:00,178.154.175.173,88.198.103.191,57769,8333,tx00202,14vVFBYX4WZfeG51y6A2GWjaLc0279,1i9k3ryJR7ppJ2TEnEymdS1qYf0287;16q6nJtLHeMNdJadngoLJx8hjz0288;1gdHe4U2PFyGpDF3hApM46aC5S0289;1SrvsVQ68SGjgmQ8atjffrr15V0290;1Jx2gX9cVF84wTgAvCqPAwBMDi0291,0.54776464,0.10955293;0.10955293;0.10955293;0.10955293;0.10955293,RU,AS13238
2026-09-05T09:45:00,139.59.19.162,18.130.144.207,58586,8333,tx00203,14vVFBYX4WZfeG51y6A2GWjaLc0279,1BhmARjH8zGsNGGSeZiAhRtHXo0292;196szMEnLR52u5qo4zXSPBcvLG0293;1xDD4pcG7eBR6XZXidn4n4qyjF0294;18MJEMeQztQyKZMe2V6J3bKPzi0295;19LY9Df3mqQ8V8BpwFzCxw1Caq0296,0.54776464,0.10955293;0.10955293;0.10955293;0.10955293;0.10955293,IN,AS14061
2026-09-05T09:55:00,15.188.56.105,88.198.199.237,54098,8333,tx00204,14vVFBYX4WZfeG51y6A2GWjaLc0279,1LVwRuSByjN9EJQ5Qe5jtkPmjP0297;1cBo1jS1wvT8cYvTs5jEbvEzk90298;1R7hYDfw2AznVtq9psjeAcfFWL0299;1aE4SheXjAhHM1LTmAyBDzQQHZ0300;1yv1Wt2mRLCg4NDdHRRvRTspea0301;1xNkygCvueyFrFcHdov3StpQmH0302;1rZSZeG6C5k7DjZMLuQ5nAvqYR0303,0.54776464,0.07825209;0.07825209;0.07825209;0.07825209;0.07825209;0.07825209;0.07825209,FR,AS16509
2026-09-05T10:29:00,8.8.8.189,88.198.247.213,52242,8333,tx00205,1EECCuN7BPMJwsazL8G6xDSCyA0011,1dsGs4dNXcC3XxHZ8L87ouvj9v0064,0.13977493,0.13837718,US,AS15169
2026-09-05T11:06:00,139.59.46.224,88.198.237.24,59991,8333,tx00206,1yLqwb9JWH6AxPaSo6HaoThoep0033,1a3QTJCj1yydJJYfMS4tuGwrB90090,0.25778554,0.25520768,IN,AS14061
2026-09-05T11:34:00,18.130.10.10,178.154.248.205,63634,8333,tx00207,1Y2imP2qFvNPo82mvz89LiupNv0026,1rrUwcuxaH9ZCkvFZ3BNtyeaa40007,0.13707211,0.13570139,GB,AS16509
2026-09-05T11:47:00,88.198.103.144,139.59.48.80,63334,8333,tx00208,1gx9ZSME4Qp6QyxD1f1JVs6fX80006,1gQ1mhptjq7vuhojstXpvJ3A2S0015,0.14580977,0.14435167,DE,AS24940
2026-09-05T12:57:00,193.0.6.105,15.188.85.128,57144,8333,tx00209,1W4LApoPNq6nxSkiu2hPrrHaVZ0038,1d4Ym5nbKD1CHsWCkTqkwi7ZRo0036,0.15306531,0.15153466,NL,AS3333
2026-09-05T13:24:00,178.154.225.77,8.8.8.167,61783,8333,tx00210,1qb7kcuUBbTfNJ8xkUEdQd6Bj40014,19Upc3pNgeeRQ6ZHPAkvPRU5kt0037,0.17950625,0.17771119,RU,AS200350
2026-09-05T13:25:00,178.154.157.193,13.228.18.87,60410,8333,tx00211,1W4LApoPNq6nxSkiu2hPrrHaVZ0038,1VLP7TmcRrZcHgMCkaUibmRzZU0099,0.10599058,0.10493067,RU,AS0
2026-09-05T14:32:00,178.154.163.254,193.0.6.62,64371,8333,tx00212,1DAZdwtPAFtTzfb6bPq8CfgqXN0020,1ySm7BQTSXccQzVgfPeiUUbQkN0075,0.54812670,0.54264543,RU,AS13238
2026-09-05T15:13:00,15.188.111.156,139.59.26.206,52990,8333,tx00213,1Y2imP2qFvNPo82mvz89LiupNv0026,1q6jeJTU14igFSngVsY1TFg7zc0083,0.09541023,0.09445613,FR,AS16509
